id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-type,number,pages,publisher,publtype,sub,sup,title,title-bibtex,tt,url,volume,year
103,Peter Gerstl,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS223,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Mengenkonzepte in Unifikationsgrammatiken,,,,223,1992.0
104,Dines Bjørner|E. F. Codd|Irving L. Traiger|Kenneth L. Deckert,,,,,,,,,,,,,,"Research Report / RJ / IBM / San Jose, California",tr/ibm/RJ1200,2020-02-21,April,"republished on ""ACM SIGMOD Anthology""",,,,,informal,,,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,,,,RJ1200,1973.0
105,Ulrike Rackow,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS221,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,On the Treatment of Compounds in Machine Translation. A Study,,,,221,1992.0
106,Claudia Maienborn,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS138,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Position und Bewegung: Zur Semantik lokaler Verben,,,,138,1990.0
107,Sonja Müller,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS217,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Zur Systematik morphologischer Paradigmen: Die deutschen Verben in der Computermorphologie,,,,217,1992.0
108,Christoph Beierle|Egon Börger,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS200,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,A WAM Extension for Type-Constraint Logic Programming: Specification and Correctness Proof,,,,200,1991.0
109,Rolf Mayer,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS178,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Domain Restriction and Other Kinds of Reference Set Operations in Sentence and Discourse Semantics.,,,,178,1991.0
110,,,,,,,,,,Ulrike Weiland,,,,,IWBS Report,tr/ibm/IWBS195,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Umweltbewertung mit EXCEPT: Darstellung aus ökologischer Sicht,,,,195,1991.0
111,Rüdiger Wirth,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS84,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Lernverfahren zur Vervollständigung von Hornklauselmengen durch inverse Resolution,,,,84,1989.0
112,Holger M. Wittmann,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS170,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Ein Beispiel zur wissensbasierten Produktionsplanung mit PROTOS-L.,,,,170,1991.0
113,Mechthild Rickheit,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG35,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,"Zum Begriff ""Argumentstruktur"" im Rahmen generativer worbildungstheoretischer Ansätze",,,,35,1988.0
114,Jan Wilms,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM5,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,"Standards für das Programmieren in Prolog für LILOG, Version 2.0",,,,5,1987.0
115,Michael Ley,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS202,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,The Term Retrieval Abstract Machine,,,,202,1991.0
116,Bernd Abb|Kai Lebeth,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS224,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Syntaktische Analysevorschläge zur Behandlung von lokalen Präfixverben in einem System für die Generierung von Wegbeschreibungen,,,,224,1992.0
117,Gert Smolka,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS93,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Feature Constraint Logics for Unification Grammars,,,,93,1989.0
118,Jörg Heinrich,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM3,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Ein Transaktionskonzept für LILOG,,,,3,1987.0
119,Andreas Eisele 0001|Jochen Dörre,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS124,2017-09-22,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Disjunctive Unification,,,,124,1990.0
120,Rainer Bäuerle,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG43,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Ereignisse und Repräsentationen,,,,43,1988.0
121,Sven Lorenz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS234,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,On the Role of Reasoning about Change in the Projection of Presuppositions,,,,234,1992.0
122,Egon Börger,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS115,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,A Logical Operational Semantics of Full Prolog Part II: Built-in Predicates for Database Manipulations,,,,115,1990.0
123,Thomas Ludwig 0001,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS102,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,A Brief Overlook of LILOG-DB,,,,102,1989.0
124,Michael Klein,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS198,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Leistungsanalyse des Datenbanksystems LILOG-DB,,,,198,1991.0
125,Chin-Liang Chang|E. F. Codd|Jean-Marc Cadiou|Nick Roussopoulos|Robert S. Arnold,,,,,,,,,,,,,,"Research Report / RJ / IBM / San Jose, California",tr/ibm/RJ2144,2020-02-21,January,"republished on ""ACM SIGMOD Anthology""",,,,,informal,,,RENDEZVOUS Version 1: An Experimental English Language Query Formulation System for Casual Users of Relational Data Bases.,,,,RJ2144,1978.0
126,Tibor Kiss,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS194,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,"Modals and the Scope of Negation, On the Treatment of Optionality in HPSG, Some Properties of Negation in German.",,,,194,1991.0
127,Peter H. Schmitt|Wolfgang Wernecke,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS108,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Tableau Calculus for Order Sorted Logic,,,,108,1990.0
128,Roland Seiffert,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM6,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Parsingstrategien für Unifikationsgrammatiken mit ID/LP-Regeln,,,,6,1987.0
129,Albert Maier,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS99,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Sort-Lattice Management in LILOG-DB,,,,99,1989.0
130,Jochen Dörre|Roland Seiffert,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS153,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Sorted Feature Terms and Relational Dependencies,,,,153,1991.0
131,Claus-Rainer Rollinger|Toni Bollinger|Ulrich Hedtstück,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS72,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Reasoning for Text Understanding - Knowledge Processing in the 1st LILOG-Prototype,,,,72,1989.0
132,Petra Maier|Petra Steffens,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS70,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Zur Syntax pränominaler Elemente in einer kategorialen Unifikationsgrammatik des Deutschen,,,,70,1989.0
133,Helmar Gust|Manfred Grothaus,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG30,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Wissensbasisverwaltung für LILOG,,,,30,1988.0
134,Esther König,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS80,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,How to Fit the Lambek Calculus into the Chomsky Hierarchy,,,,80,1989.0
135,Karin Klabunde,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS92,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Erweiterung der Wissensrepräsentationssprache L-LILOG um Konstrukte zur Spezifikation von Kontrollinformation,,,,92,1989.0
136,Karl Dotzek,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS110,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Strategien zur Pronominalisierung,,,,110,1990.0
137,H. Raymond Strong|Sai Choi Kwan,,,,,,,,,,,,,,"Research Report / RJ / IBM / San Jose, California",tr/ibm/RJ2736,2020-02-21,January,"republished on ""ACM SIGMOD Anthology""",,,,,informal,,,Index Path Length Evaluation for the Research Storage System of System R.,,,,RJ2736,1980.0
138,Stefan J. Schierholz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS213,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,"""Der Film öded das Publikum"" - Zum Aufbau eines maschinenlesbaren Wörterbuchs für deutsche Verben",,,,213,1992.0
139,Roland Seiffert,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG46,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Operationen in erweiterten Typunifikationsformalismen,,,,46,1988.0
140,Kai-Uwe Carstensen,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM11,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,WebS - ein System zur Generierung von Wegbeschreibungen,,,,11,1988.0
141,Nikolaus Ott,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS233,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Statistische Untersuchungen an einsprachigen Zeitungstexten,,,,233,1992.0
142,,,,,,,,,,Bernhard Nebel|Christof Peltason|Kai von Luck,,,,,IWBS Report,tr/ibm/IWBS184,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,International Workshop on Terminological Logics - Proceedings,,,,184,1991.0
143,Birgit Wesche|Brigitte Bartsch-Spörl|Christian Rohrer|Christopher Habel|Claus-Rainer Rollinger|F. Günthner|Otthein Herzog|Peter H. Schmitt|Petra Steffens|Rudi Studer|Siegfried Kanngießer,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG1a,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung,,,,1,1986.0
144,Peter H. Schmitt,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG6,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Mathematical Logic and Artificial Intelligence,,,,6,1987.0
145,Stefan J. Schierholz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS214,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Syntaktische Merkmale deutsche Substantive,,,,214,1992.0
146,Elisabeth Breidt,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS158,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung,,,,158,1991.0
147,Oliver Wauschkuhn,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS215,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung,,,,215,1992.0
148,Angi Voß|Christoph Beierle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS140,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Stepwise Software Development with Algebraic Specifications,,,,140,1990.0
149,Christoph Beierle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS88,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,"Types, Modules and Databases in the Logic Programming Language PROTOS-L",,,,88,1989.0
150,Christoph Beierle|Claus-Rainer Rollinger|Jochen Dörre|Peter H. Schmitt|Rudi Studer|Udo Pletat,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG41,2017-06-08,,,,,,IBM Deutschland GmbH,informal,LILOG,,The Knowledge Representation Language L,,,,41,1988.0
151,Kurt Eberle,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG14,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen,,,,14,1987.0
152,Ingo Raasch|Jochen Dörre,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS168,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,The Stuttgart Type Unification Formalism - User Manual,,,,168,1991.0
153,Claudia Maienborn,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS119,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II,,,,119,1990.0
154,Bernd I. Dahn|Theodor Lettmann|Wolfgang Schönfeld,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS193,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,ILFA Interface Concept,,,,193,1991.0
155,Bruce G. Lindsay 0001|Cesare A. Galtieri|Irving L. Traiger|Jim Gray 0001,,,,,,,,,,,,,,"Research Report / RJ / IBM / San Jose, California",tr/ibm/RJ2555,2020-02-21,June,"republished on ""ACM SIGMOD Anthology""",,,,,informal,,,Transactions and Consistency in Distributed Database Systems.,,,,RJ2555,1979.0
156,Kai von Luck|Udo Pletat,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS90,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Knowledge Representation in LILOG,,,,90,1989.0
157,Egon Börger,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS117,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,"A Logical Operational Semantics of Full Prolog Part III: Built-in Predicates for Files, Terms, Arithmetic and Input-Output",,,,117,1990.0
158,Astrid Schmücker-Schend|Christoph Lingenfelder,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS222,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Using Knowledge-Based Methods to Administrate an Access Control System,,,,222,1992.0
159,Simone Pribbenow,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS211,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Zur Verarbeitung von Lokalisierungsausdrücken in einem hybriden System,,,,211,1992.0
160,Joachim Maier,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS85,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,LILOG,,Integration von Constraints in die L,,,,85,1989.0
161,Klaus Rehkämper,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG20,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Mentale Bilder und Wegbedeutungen,,,,20,1987.0
162,Hinrich Schütze,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS73,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Pluralbehandlung in natürlichsprachlichen Wissensverabeitungssystemen,,,,73,1989.0
163,Christoph Beierle|Jörg H. Siekmann|Peter H. Schmitt|Udo Pletat|Ulrich Hedtstück,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS113,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,An Order-Sorted Logic for Knowledge Representation Systems,,,,113,1990.0
164,Petra Ludewig,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS152,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Incremental Vocabulary Extensions in Text Understanding Systems,,,,152,1991.0
165,Sven Lorenz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS179,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Persistence and Justified Causation: Some Remarks on Nonmonotonic Temporal Reasoning,,,,179,1991.0
166,Christoph Beierle|Stefan Böttcher,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS71,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Database Support for the PROTOS-L System,,,,71,1989.0
167,Herbert J. Leass,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS187,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Anaphora Resolution for Machine Translation: A Study,,,,187,1991.0
168,Ingrid Renz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS74,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Koordination von nichtverbalen Satzkonstituenten,,,,74,1989.0
169,Thomas Ludwig 0001,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS103,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,The Design and Implementation of TLPROLOG (V. 2.0) - Intermediate Report,,,,103,1989.0
170,Rudi Studer,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG2,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,A Conceptual Model for Time,,,,2,1986.0
171,Jan Wilms,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM1,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,"Standards für das Programmieren in Prolog für LILOG, Version 1.0",,,,1,1987.0
172,Angi Voß|Christoph Beierle|Walter G. Olthoff,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG42,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Qualitätssicherung durch Programmverifikation und algebraische Methoden in der Softwareentwicklung,,,,42,1988.0
173,Christoph Beierle|Udo Pletat,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG39,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Feature Graphs and Abstract Data Types: A Unifying Approach,,,,39,1988.0
174,Bernhard Beckert|Reiner Hähnle|Stefan Gerberding|Werner Kernig,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS227,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,3,A,The Many-Valued Theorem Prover ,,,,227,1992.0
175,Thomas Pirlein,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS129,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Rekonstruktion von Hintergrundwissen für ein wissensbasiertes textverstehendes System,,,,129,1990.0
176,Gert Smolka,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG33,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,A Feature Logic with Subsorts,,,,33,1988.0
177,Christoph Beierle|Gregor Meyer|Stefan Böttcher,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS175,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Draft Report of the Logic Programming Language PROTOS-L,,,,175,1991.0
178,Thomas Ludwig 0001,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG58,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,EFTA: An Algebra for Deductive Retrieval of Feature Terms,,,,58,1988.0
179,Erich Gehlen,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS98,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,EFTA Query Processing in LILOG-DB,,,,98,1989.0
180,Andreas Arning,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS183,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,A Polynomial Method for Finding Irregularities in Large Example Sets,,,,183,1991.0
181,Thomas Ludwig 0001,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS104,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Compilation of Complex DATALOG with Stratified Negation,,,,104,1989.0
182,Simone Pribbenow,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS122,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Interaktion von propositionalen und bildhaften Repräsentationen,,,,122,1990.0
183,Christoph Beierle|Jörg H. Siekmann|Udo Pletat|Ulrich Hedtstück,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS86,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,,,,86,1989.0
184,Raymond A. Lorie,,,,,,,,,,,,,,Research Report / G / IBM / Cambridge Scientific Center,tr/ibm/G320-2096,2020-02-21,January,"republished on ""ACM SIGMOD Anthology""",,,,IBM Cambridge Scientific Center,informal,,,XRM - An Extended (N-ary) Relational Memory.,,,,G320-2096,1974.0
185,Bernhard Nebel|Gert Smolka,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS81,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Representation and Reasoning with Attributive Descriptions,,,,81,1989.0
186,Petra Schulz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS164,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Untersuchungen zum Grundwortschatz,,,,164,1991.0
187,Sebastian Millies,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS139,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Ein modularer Ansatz für prinzipienbasiertes Parsing,,,,139,1990.0
188,Kurt Eberle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS67,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,"Quantifikation, Plural, Ereignisse und ihre Argumente in einer mehrsortigen Sprache der Prädikatenlogik erster Stufe",,,,67,1989.0
189,Ewald Lang|Kai-Uwe Carstensen,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS109,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,OSKAR - A PROLOG Programm for Modelling Dimensional Designation and Positional Variation of Objects in Space,,,,109,1990.0
190,Christoph Beierle|Gregor Meyer|Heiner Semle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS181,2017-06-08,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",informal,,,Extending the Warren Abstract Machine to Polymorphic Order-Sorted Resolution,,,,181,1991.0
191,Claus-Rainer Rollinger|Hans Uszkoreit|Ipke Wachsmuth|Rudi Studer,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG25,2017-06-08,,,,,,IBM Deutschland GmbH,informal,,,Textunderstanding in LILOG - Sorts and Reference Objects,,,,25,1987.0
